,title, salary, cop_name, cop_info, exprence, tags, welfare
415, Shenzhen·Nanshan District·Science and Technology Park, 18-35K, Zhiduoyu Technology, Internet does not require financing 500-999 people, 3-5 years undergraduate, data structure," Attendance bonus, year-end bonus, holiday benefits, food package, paid annual leave, employee travel, five social insurances and one housing fund"
416, Shanghai, 15-20K 15 salary, Harmony Cloud, Computer software B round 100-499 people, 1-3 years undergraduate, container technology," Meal allowance, holiday benefits, employee travel, supplementary medical insurance, five social insurances and one housing fund, regular physical examination, afternoon tea with snacks, transportation allowance, attendance bonus, year-end bonus, communication allowance, stock options, paid annual leave"
417, Shenzhen·Baoan District·Baoan Central District, 20-30K, Soft Bull Technology, Computer software does not require financing for 100-499 people, 5-10 years undergraduate, Shell,"Year-end bonus, holiday benefits, full attendance bonus, supplementary medical insurance, overtime allowance, group building funds, supplementary commercial insurance, paid annual leave, project bonus, monthly evaluation, taxi subsidy, various meals, regular physical examination, five insurances and one housing fund, Afternoon tea with snacks, staff travel"
418, Shanghai·Jing'an District·Nanjing West Road, 25-50K 15 salary," Shanghai anytime, anywhere technology...", Social Network Angel Wheel 20-99 people, 3-5 years undergraduate, distributed technology," Afternoon tea with snacks, employee travel, five insurances and one housing fund, paid annual leave, stock options, year-end bonus, holiday benefits"
419, Wuhan·Hongshan District·Huashan, 11-16K, Wuhan Antiy, Mobile Internet C round 100-499 people, 1-3 years undergraduate, PHP," Free shuttle bus, five insurances and one housing fund, afternoon tea with snacks, year-end bonus, stock options, regular medical examination, holiday benefits, paid annual leave"
420, Shenzhen·Nanshan District·Science and Technology Park, 15-30K, Futu, 1000-9999 people have been listed on the Internet, 3-5 years undergraduate, network programming,"Employee travel, holiday benefits, five social insurances and one housing fund, regular physical examination, meal allowance, overtime allowance, year-end bonus, afternoon tea with snacks, transportation allowance"
421, Wuhan·Hongshan District·Optics Valley, 20-40K 14 salary, Cloud eye big horizon, Internet does not require financing 100-499 people, Unlimited undergraduate experience, distributed technology," Holiday benefits, year-end bonus, five insurances and one housing fund, regular physical examination, overtime allowance, afternoon tea with snacks, meal allowance, paid annual leave"
422," Beijing, Haidian District, Wudaokou", 25-40K 14 salary, Kidasong, Computer software A round 20-99 people, 1-3 years undergraduate, Python," Paid annual leave, transportation allowance, holiday benefits, stock options, afternoon tea with snacks, five social insurances and one housing fund"
423, Beijing Chaoyang District Lishui Bridge, 20-40K 13 salary, Beijing Code Universe Technology..., Game B round 100-499 people, 3-5 years junior college, Backend development," Transportation allowance, supplementary medical insurance, afternoon tea with snacks, employee travel, paid annual leave, holiday benefits, full attendance award, regular physical examination, five insurances and one housing fund, paid sick leave"
424, Beijing·Haidian District·Dongxiaokou, 20-40K 14 salary,Green eyes, Computer software has been listed 100-499 people, 3-5 years undergraduate, Java," Year-end bonus, five insurances and one housing fund, regular physical examination, transportation allowance, paid annual leave, meal allowance, supplementary medical insurance, stock options"
425, Shanghai Yangpu District New Jiangwan City, 20-40K 14 salary, everyone video, Internet C round 100-499 people, 5-10 years undergraduate, golang," Attendance bonus, overtime allowance, paid annual leave, employee travel, five social insurances and one housing fund, holiday benefits, year-end bonus, afternoon tea with snacks, regular physical examination"
426, Wuhan · Jiangxia District · Canglong Island, 15-30K, Shuhui time and space, Internet unfinanced 100-499 people, 1-3 years undergraduate, Python," Transportation allowance, meal allowance, five insurances and one housing fund, regular physical examination, year-end bonus, communication allowance, paid annual leave, overtime allowance, holiday benefits"
427, Shanghai Pudong New Area Jinqiao, 16-30K 13 salary, Huawei," Computer software does not require financing for more than 10,000 people", Unlimited undergraduate experience, golang,"Five insurances and one housing fund, regular physical examination, afternoon tea with snacks, meal allowance, overtime allowance, employee travel, year-end bonus, holiday benefits, supplementary medical insurance, stock options"
428, Shenzhen·Nanshan District·Science and Technology Park, 20-40K 13 salary, Dianjiang Technology, Corporate service C round 100-499 people, Unlimited undergraduate experience, golang," Holiday benefits, five social insurances and one housing fund, paid annual leave, year-end bonus, afternoon tea with snacks, regular physical examination, provident fund, employee travel"
429, Shanghai·Pudong New Area·Sanlin, 25-35K, Shanghai Mint Health Technology..., Internet D round and above 100-499 people, 1-3 years undergraduate, golang," Meal supplement, five insurances and one housing fund, regular medical examination, paid annual leave"
430, Shanghai·Hongkou District·Sichuan North Road, 20-40K 15 salary, Wanxiang Blockchain, Internet does not require financing 100-499 people, 3-5 years undergraduate, distributed technology," Afternoon tea with snacks, year-end bonus, employee travel, five insurances and one housing fund, paid annual leave, holiday benefits, regular physical examination, supplementary medical insurance, communication subsidy, meal subsidy"
431," Beijing, Haidian District, Shangdi", 20-40K 15 salary, Didi,Mobile Internet D round and above 1000-9999 people, Unlimited undergraduate experience, Java," Regular physical examination, five insurances and one housing fund, supplementary medical insurance"
432, Chengdu · Wuhou District · Huijin City, 15-25K, Lianxing Technology, Mobile Internet unfinanced 20-99 people, 3-5 years junior college, Backend development," Afternoon tea with snacks, year-end bonus, five insurances and one housing fund, stock options, paid annual leave, regular physical examination, employee travel, transportation allowance, holiday benefits, attendance bonus"
433, Shanghai·Hongkou District·Sichuan North Road, 25-35K, Sweet Orange Finance, Internet does not require financing 500-999 people, 1-3 years undergraduate, distributed technology," Supplementary medical insurance, communication subsidy, meal subsidy, holiday benefits, year-end bonus, five insurances and one housing fund, transportation subsidy, paid annual leave, regular physical examination"
434, Beijing Chaoyang District Tuanjie Lake, 30-45K·14 salary, Ninestar Technology, Internet unfinanced 20-99 people, 3-5 years undergraduate, Java," Paid annual leave, quarterly team building, supplementary medical insurance, afternoon tea with snacks, holiday benefits, year-end bonus, overtime allowance, five insurances and one housing fund, regular physical examination"
435,"Shanghai, Xuhui District, Caohejing", 20-40K 13 salary, Shanghai Xinxiu Network Technology..., The game is not financed 20-99 people, 3-5 years of education is not limited, Server development," Year-end bonus, full attendance bonus, holiday benefits, housing subsidy, employee travel, communication subsidy, transportation subsidy, snack afternoon tea, five social insurances and one housing fund, paid annual leave"
436, Shanghai, 30-60K 14 salary, Shanghai Kaice, Real estate development C round 500-999 people, 5-10 years undergraduate, container technology," Food package, five insurances and one housing fund, transportation allowance, housing allowance, communication allowance, year-end bonus, paid annual leave, meal allowance, attendance bonus, overtime allowance, employee travel, holiday benefits"
